9.997896,1100.849152,86.540092,812.053680,1545.906067
9.998012,1024.973106,81.607028,822.067261,1605.033875
9.997817,1135.288620,94.623044,842.094421,1899.003983
9.997913,917.991066,63.019593,804.901123,2110.004425
9.997972,1037.967682,91.093869,821.113586,1676.082611
9.998149,1118.602991,89.634317,787.019730,1733.779907
9.997994,1037.771845,111.587265,815.868378,1852.989197
9.997794,941.664124,84.110192,807.046890,2291.202545
9.997979,1064.038897,123.872969,818.967819,2647.876740
9.998209,909.452820,53.278031,808.000565,1393.079758
