9.998995,860.619426,122.858436,711.917877,3884.077072
9.998998,881.783032,127.553240,715.970993,3969.907761
9.999127,867.673135,125.587384,710.964203,3813.982010
9.998999,821.355700,125.234894,713.109970,3826.856613
9.998966,810.987902,132.735176,712.871552,3755.807877
9.999096,937.747502,125.953073,763.177872,3972.053528
9.998887,817.445207,119.451775,707.864761,3697.872162
9.999114,904.795003,124.584399,715.970993,3903.865814
9.999008,910.293365,130.047697,715.017319,4102.230072
9.998945,938.852620,124.667550,730.991364,3915.071487
